Cluster_sseqid,ICTV_Realm,ICTV_Kingdom,ICTV_Phylum,ICTV_Subphylum,ICTV_Class,ICTV_Order,ICTV_Suborder,ICTV_Family,ICTV_Subfamily,ICTV_Genus,ICTV_Species,RdRP_id,Taxonid,NR_id,identity,NR_kindom,NR_phylum,NR_class,NR_order,NR_family,NR_genus,NR_species
NC_000874_Sugarcane_yellow_leaf_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,Polerovirus,Sugarcane yellow leaf virus,NC_000874_Sugarcane_yellow_leaf_virus,94290,AEG88996.1,98.252,Viruses,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,Sugarcane yellow leaf virus
NC_018571_Suakwa_aphid-borne_yellows_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,Polerovirus,Suakwa aphid-borne yellows virus,NC_018571_Suakwa_aphid-borne_yellows_virus,646010,YP_006666506.1,99.825,Viruses,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Polerovirus,Suakwa aphid-borne yellows virus
YP_009825041.1_Bird_s-foot_trefoil_enamovirus_1_1183,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,Enamovirus,Birdsfoot trefoil enamovirus 1,,,,,,,,,,,
NC_021564_Citrus_vein_enation_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,Enamovirus,Citrus vein enation virus,NC_021564_Citrus_vein_enation_virus,1301220,YP_008130302.1,100,Viruses,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Enamovirus,Citrus vein enation virus
NC_003629_Pea_enation_mosaic_virus-1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,Enamovirus,Pea enation mosaic virus 1,NC_003629_Pea_enation_mosaic_virus-1,193121,AAA72297.1,100,Viruses,Pisuviricota,Pisoniviricetes,Sobelivirales,Solemoviridae,Enamovirus,Pea enation mosaic virus 1
YP_386495_Heterocapsa_circularisquama_RNA_virus,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,Dinornavirus,Heterocapsa circularisquama RNA virus 01,YP_386495_Heterocapsa_circularisquama_RNA_virus,2030964,YP_386495.1,100,Viruses,Pisuviricota,Pisoniviricetes,Sobelivirales,Alvernaviridae,Dinornavirus,Heterocapsa circularisquama RNA virus 01
BHZC45609_Beihai_razor_shell_virus_3,Riboviria,Orthornavirae,,,,,,,,,,BHZC45609_Beihai_razor_shell_virus_3,1922647,YP_009333478.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai razor shell virus 3
BHWZXX19227_Beihai_shrimp_virus_4,Riboviria,Orthornavirae,,,,,,,,,,BHWZXX19227_Beihai_shrimp_virus_4,1922670,YP_009333455.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai shrimp virus 4
BHWZXX15615_Beihai_shrimp_virus_5_RdRp,Riboviria,Orthornavirae,,,,,,,,,,BHWZXX15615_Beihai_shrimp_virus_5_RdRp,1922671,YP_009333609.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai shrimp virus 5
BHZY60709_Beihai_sobemo-like_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,,,BHZY60709_Beihai_sobemo-like_virus_1,1922680,YP_009333507.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 1
BHZY60634_Beihai_sobemo-like_virus_10,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BHZY60634_Beihai_sobemo-like_virus_10,1922681,YP_009330021.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 10
BHZY59277_Beihai_sobemo-like_virus_11,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BHZY59277_Beihai_sobemo-like_virus_11,1922682,YP_009333489.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 11
HOU156693_Beihai_sobemo-like_virus_12,Riboviria,Orthornavirae,,,,,,,,,,HOU156693_Beihai_sobemo-like_virus_12,1922683,YP_009337145.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 12
YYSZX17641_Beihai_sobemo-like_virus_13,Riboviria,Orthornavirae,,,,,,,,,,YYSZX17641_Beihai_sobemo-like_virus_13,1922684,YP_009337782.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 13
HOU157842_Beihai_sobemo-like_virus_14,Riboviria,Orthornavirae,,,,,,,,,,HOU157842_Beihai_sobemo-like_virus_14,1922685,YP_009330054.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 14
BHBJDX18383_Beihai_sobemo-like_virus_15,Riboviria,Orthornavirae,,,,,,,,,,BHBJDX18383_Beihai_sobemo-like_virus_15,1922686,YP_009336640.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 15
BHCL80925_Beihai_sobemo-like_virus_16,Riboviria,Orthornavirae,,,,,,,,,,BHCL80925_Beihai_sobemo-like_virus_16,1922687,YP_009336705.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 16
HOU157151_Beihai_sobemo-like_virus_17,Riboviria,Orthornavirae,,,,,,,,,,HOU157151_Beihai_sobemo-like_virus_17,1922688,YP_009330052.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 17
BWBFG40814_Beihai_sobemo-like_virus_18,Riboviria,Orthornavirae,,,,,,,,,,BWBFG40814_Beihai_sobemo-like_virus_18,1922689,YP_009336997.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 18
BHBJDX18617_Beihai_sobemo-like_virus_19,Riboviria,Orthornavirae,,,,,,,,,,BHBJDX18617_Beihai_sobemo-like_virus_19,1922690,YP_009336666.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 19
BHZC35241_Beihai_sobemo-like_virus_2,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BHZC35241_Beihai_sobemo-like_virus_2,1922691,YP_009336800.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 2
BHNXC40978_Beihai_sobemo-like_virus_20,Riboviria,Orthornavirae,,,,,,,,,,BHNXC40978_Beihai_sobemo-like_virus_20,1922692,YP_009336717.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 20
BHZY58647_Beihai_sobemo-like_virus_21,Riboviria,Orthornavirae,,,,,,,,,,BHZY58647_Beihai_sobemo-like_virus_21,1922693,YP_009336847.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 21
BHWZXX14614_Beihai_sobemo-like_virus_22,Riboviria,Orthornavirae,,,,,,,,,,BHWZXX14614_Beihai_sobemo-like_virus_22,1922694,YP_009336746.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 22
BHZY181484_Beihai_sobemo-like_virus_23,Riboviria,Orthornavirae,,,,,,,,,,BHZY181484_Beihai_sobemo-like_virus_23,1922695,YP_009336972.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 23
BHBJDX18033_Beihai_sobemo-like_virus_24,Riboviria,Orthornavirae,,,,,,,,,,BHBJDX18033_Beihai_sobemo-like_virus_24,1922696,YP_009329981.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 24
BHZC34084_Beihai_sobemo-like_virus_25,Riboviria,Orthornavirae,,,,,,,,,,BHZC34084_Beihai_sobemo-like_virus_25,1922697,YP_009336811.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 25
BHTH8711_Beihai_sobemo-like_virus_26,Riboviria,Orthornavirae,,,,,,,,,,BHTH8711_Beihai_sobemo-like_virus_26,1922698,YP_009330000.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 26
BHWZXX15541_Beihai_sobemo-like_virus_27,Riboviria,Orthornavirae,,,,,,,,,,BHWZXX15541_Beihai_sobemo-like_virus_27,1922699,YP_009336757.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 27
BHZY60830_Beihai_sobemo-like_virus_3,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BHZY60830_Beihai_sobemo-like_virus_3,1922700,YP_009336957.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 3
BHZY59438_Beihai_sobemo-like_virus_4,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BHZY59438_Beihai_sobemo-like_virus_4,1922701,YP_009336876.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 4
BHZY60175_Beihai_sobemo-like_virus_5,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BHZY60175_Beihai_sobemo-like_virus_5,1922702,YP_009336900.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 5
BWBFG40829_Beihai_sobemo-like_virus_6,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BWBFG40829_Beihai_sobemo-like_virus_6,1922703,YP_009337013.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 6
BHZY60654_Beihai_sobemo-like_virus_7,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BHZY60654_Beihai_sobemo-like_virus_7,1922704,YP_009336925.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 7
BWBFG36635_Beihai_sobemo-like_virus_8,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BWBFG36635_Beihai_sobemo-like_virus_8,1922705,YP_009336985.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 8
BHZY60769_Beihai_sobemo-like_virus_9,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Alvernaviridae,,,,BHZY60769_Beihai_sobemo-like_virus_9,1922706,YP_009336949.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Beihai sobemo-like virus 9
CJLX29826_Changjiang_sobemo-like_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,,,CJLX29826_Changjiang_sobemo-like_virus_1,1922800,YP_009337083.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Changjiang sobemo-like virus 1
CJLX29674_Changjiang_sobemo-like_virus_2,Riboviria,Orthornavirae,,,,,,,,,,CJLX29674_Changjiang_sobemo-like_virus_2,1922801,YP_009337124.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Changjiang sobemo-like virus 2
SCM43654_Hubei_diptera_virus_12_RdRp,Riboviria,Orthornavirae,,,,,,,,,,SCM43654_Hubei_diptera_virus_12_RdRp,1922873,YP_009337873.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei diptera virus 12
SCM94998_Hubei_diptera_virus_13_RdRp,Riboviria,Orthornavirae,,,,,,,,,,SCM94998_Hubei_diptera_virus_13_RdRp,1922874,YP_009337911.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei diptera virus 13
SCM51203_Hubei_diptera_virus_14_RdRp,Riboviria,Orthornavirae,,,,,,,,,,SCM51203_Hubei_diptera_virus_14_RdRp,1922875,APG75813.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei diptera virus 14
mosZJ35453_Hubei_mosquito_virus_2_RdRp,Riboviria,Orthornavirae,,,,,,,,,,mosZJ35453_Hubei_mosquito_virus_2_RdRp,2800921,QRW41864.1,83.333,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Kellev virus
WGML401068_Hubei_myriapoda_virus_9_RdRp,Riboviria,Orthornavirae,,,,,,,,,,WGML401068_Hubei_myriapoda_virus_9_RdRp,1922938,YP_009345131.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei myriapoda virus 9
SZmix20791_Hubei_sobemo-like_virus_1,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,,,SZmix20791_Hubei_sobemo-like_virus_1,1923194,YP_009330027.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 1
spider133871_Hubei_sobemo-like_virus_10,Riboviria,Orthornavirae,,,,,,,,,,spider133871_Hubei_sobemo-like_virus_10,1923195,YP_009330010.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 10
spider125434_Hubei_sobemo-like_virus_11,Riboviria,Orthornavirae,,,,,,,,,,spider125434_Hubei_sobemo-like_virus_11,1923196,YP_009329992.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 11
spider127544_Hubei_sobemo-like_virus_12,Riboviria,Orthornavirae,,,,,,,,,,spider127544_Hubei_sobemo-like_virus_12,1923197,YP_009329979.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 12
QTM6420_Hubei_sobemo-like_virus_14,Riboviria,Orthornavirae,,,,,,,,,,QTM6420_Hubei_sobemo-like_virus_14,1923199,YP_009330128.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 14
tick96090_Hubei_sobemo-like_virus_15,Riboviria,Orthornavirae,,,,,,,,,,tick96090_Hubei_sobemo-like_virus_15,1923200,YP_009330030.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 15
WGML146458_Hubei_sobemo-like_virus_16,Riboviria,Orthornavirae,,,,,,,,,,WGML146458_Hubei_sobemo-like_virus_16,1923201,YP_009330046.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 16
WGML125344_Hubei_sobemo-like_virus_17,Riboviria,Orthornavirae,,,,,,,,,,WGML125344_Hubei_sobemo-like_virus_17,1923202,APG75899.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 17
WHYY23868_Hubei_sobemo-like_virus_18,Riboviria,Orthornavirae,,,,,,,,,,WHYY23868_Hubei_sobemo-like_virus_18,1923203,APG75949.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 18
SCM51527_Hubei_sobemo-like_virus_19,Riboviria,Orthornavirae,,,,,,,,,,SCM51527_Hubei_sobemo-like_virus_19,1923204,YP_009329966.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 19
WGML145690_Hubei_sobemo-like_virus_2,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,,,WGML145690_Hubei_sobemo-like_virus_2,1923205,YP_009330041.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 2
CC64562_Hubei_sobemo-like_virus_20,Riboviria,Orthornavirae,,,,,,,,,,CC64562_Hubei_sobemo-like_virus_20,1923206,YP_009330033.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 20
CC64469_Hubei_sobemo-like_virus_21_RdRp,Riboviria,Orthornavirae,,,,,,,,,,CC64469_Hubei_sobemo-like_virus_21_RdRp,1923207,APG75719.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 21
ZCM21279_Hubei_sobemo-like_virus_22,Riboviria,Orthornavirae,,,,,,,,,,ZCM21279_Hubei_sobemo-like_virus_22,1923208,YP_009330132.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 22
QTM27250_Hubei_sobemo-like_virus_23,Riboviria,Orthornavirae,,,,,,,,,,QTM27250_Hubei_sobemo-like_virus_23,1923209,YP_009330124.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 23
WHLC5390_Hubei_sobemo-like_virus_24,Riboviria,Orthornavirae,,,,,,,,,,WHLC5390_Hubei_sobemo-like_virus_24,1923210,YP_009330073.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 24
QTM27214_Hubei_sobemo-like_virus_25,Riboviria,Orthornavirae,,,,,,,,,,QTM27214_Hubei_sobemo-like_virus_25,1923211,YP_009330120.1,99.475,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 25
arthropodmix14077_Hubei_sobemo-like_virus_26,Riboviria,Orthornavirae,,,,,,,,,,arthropodmix14077_Hubei_sobemo-like_virus_26,1923212,YP_009329970.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 26
WHCCII13324_Hubei_sobemo-like_virus_27,Riboviria,Orthornavirae,,,,,,,,,,WHCCII13324_Hubei_sobemo-like_virus_27,1923213,YP_009330071.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 27
QTM26976_Hubei_sobemo-like_virus_28,Riboviria,Orthornavirae,,,,,,,,,,QTM26976_Hubei_sobemo-like_virus_28,1923214,YP_009330115.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 28
QTM12808_Hubei_sobemo-like_virus_29,Riboviria,Orthornavirae,,,,,,,,,,QTM12808_Hubei_sobemo-like_virus_29,1923215,YP_009330084.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 29
WHBL72900_Hubei_sobemo-like_virus_3,Riboviria,Orthornavirae,Pisuviricota,,Pisoniviricetes,Sobelivirales,,Solemoviridae,,,,,,,,,,,,,,
QTM19610_Hubei_sobemo-like_virus_30,Riboviria,Orthornavirae,,,,,,,,,,QTM19610_Hubei_sobemo-like_virus_30,1923217,YP_009330086.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 30
WHCC117732_Hubei_sobemo-like_virus_31,Riboviria,Orthornavirae,,,,,,,,,,WHCC117732_Hubei_sobemo-like_virus_31,1923218,YP_009330060.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 31
spider112797_Hubei_sobemo-like_virus_32,Riboviria,Orthornavirae,,,,,,,,,,spider112797_Hubei_sobemo-like_virus_32,1923219,YP_009329988.1,100,Viruses,unclassified Viruses phylum,unclassified Viruses class,unclassified Viruses order,unclassified Viruses family,unclassified Viruses genus,Hubei sobemo-like virus 32
